x,y
399075,4435105
399105,4435105
399135,4435105
399165,4435105
399195,4435105
399225,4435105
399255,4435105
399285,4435105
399315,4435105
399345,4435105
399375,4435105
399405,4435105
399435,4435105
399465,4435105
399495,4435105
399525,4435105
399555,4435105
399585,4435105
399615,4435105
399645,4435105
399675,4435105
399705,4435105
399735,4435105
399765,4435105
399795,4435105
399825,4435105
399855,4435105
399885,4435105
399915,4435105
399945,4435105
399975,4435105
400005,4435105
393015,4435135
393045,4435135
393075,4435135
393105,4435135
393135,4435135
393165,4435135
393195,4435135
393225,4435135
393255,4435135
393285,4435135
393315,4435135
393345,4435135
393375,4435135
393405,4435135
393435,4435135
393465,4435135
393495,4435135
393525,4435135
393555,4435135
393585,4435135
393615,4435135
393645,4435135
393675,4435135
393705,4435135
393735,4435135
393765,4435135
393795,4435135
393825,4435135
393855,4435135
393885,4435135
393915,4435135
393945,4435135
393975,4435135
394005,4435135
394035,4435135
394065,4435135
394095,4435135
394125,4435135
394155,4435135
394185,4435135
394215,4435135
394245,4435135
394275,4435135
394305,4435135
394335,4435135
394365,4435135
394395,4435135
394425,4435135
394455,4435135
394485,4435135
394515,4435135
394545,4435135
394575,4435135
394605,4435135
394635,4435135
394665,4435135
394695,4435135
394725,4435135
394755,4435135
394785,4435135
394815,4435135
394845,4435135
394875,4435135
394905,4435135
394935,4435135
394965,4435135
394995,4435135
395025,4435135
395055,4435135
395085,4435135
395115,4435135
395145,4435135
395175,4435135
395205,4435135
395235,4435135
395265,4435135
395295,4435135
395325,4435135
395355,4435135
395385,4435135
395415,4435135
395445,4435135
395475,4435135
395505,4435135
395535,4435135
395565,4435135
395595,4435135
395625,4435135
395655,4435135
395685,4435135
395715,4435135
395745,4435135
395775,4435135
395805,4435135
395835,4435135
395865,4435135
395895,4435135
395925,4435135
395955,4435135
395985,4435135
396015,4435135
396045,4435135
396075,4435135
396105,4435135
396135,4435135
396165,4435135
396195,4435135
396225,4435135
396255,4435135
396285,4435135
396315,4435135
396345,4435135
396375,4435135
396405,4435135
396435,4435135
